,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
0,1,-6.120678648393035,1.5016984745884892,-3.149420168362776,-4.33266921192356,-0.3049590166339404,-6.278528454864607,-2.746004844125534,-3.4266884800278192,-3.604235421967741,-6.449394799686908,-0.5010533141996202,-2.1977277630092806,-2.899883097682314,-4.0827830669495855,-2.1403486003209506,-6.3526743548240905,1.6168916500509398,-6.251784432155488,-2.5316014638721036,-2.2884637599157265,-5.210649259663916,-1.8685621645638124,-0.7277021791284091,-1.5584677603442647,-0.3131735508657971
1,1,-2.659250741897587,4.173895651081971,1.9896313597069546,0.4011706229966359,1.9610368563395641,-1.4867059854268636,2.98176331320965,-2.1427738103004437,1.6133143703059305,-2.194908426914628,3.190108842458552,-0.38129380025584425,0.3791631234457086,1.3191821823376175,5.075548935670453,1.9495868842310373,-1.1206480710986866,2.0021512637407892,2.2498565305705087,-1.0247791032701752,1.5355765780052029,3.237842492601797,1.4947056491394581,1.7945983211859526,-0.8279651211673406
2,2,1.757552502040898,0.08418225443046272,-0.01976150829863509,-2.2568714760001027,1.194473986216289,-1.53070189582417,0.6276912361649635,-0.6605595442434767,2.4257049466111473,-0.5064068932690685,3.2843861210300727,3.10025849570877,3.479810882260969,0.09168296484559266,0.8302652916728626,-1.285167888113311,1.6563483015040044,1.0821080466949935,0.4242655359672325,-0.6423526308835071,-1.78355567535978,2.342238117314721,1.5838934329246055,3.314790678669118,-0.3624126756470227
3,0,6.236459729645962,3.4618536408388567,-0.22485414545455493,2.7895429773534386,0.32337921121898894,6.429670594954167,1.2618702287236976,3.254629794012573,-0.51735292166518,4.652388921007139,1.8656598477677326,2.119145270244205,2.045620775446724,0.6777192974188925,1.08659020670551,2.7155111317961587,0.6163954084201613,3.3255174964869227,0.8782150917945736,2.030214716564852,3.119818286230839,-2.1981865999651866,4.431482131621044,2.3681857527758057,3.283663502697239
4,1,-3.866978471201709,7.443443386972593,1.93700783470881,4.894649019248817,4.644851608742712,0.4387094113522991,2.9843058405736134,3.679496034183174,3.037351340012529,-1.473866099970448,0.11851722100325103,2.919229076237806,2.1971509660513635,2.0785290536796923,2.462862140536701,-1.7220389968033585,3.4004025504879594,-0.060704282846156886,-1.6270762669548546,1.6785637747365472,-0.263247565221511,0.40769289612801857,-1.007771329432207,2.6445518647467776,7.330144643027664
5,3,3.96885772343351,6.972831697269526,1.8960753449671064,6.52671479651267,5.2249719760187,3.8195744996187933,5.771702332156933,4.871527715168271,6.86321369918242,0.4789083841830449,4.4496266836368505,4.4131603749908415,4.579943255927532,2.338387356686297,6.009878039687785,4.6940771772311845,1.6035434383225944,4.873443636087199,2.963161129155781,6.687625504940552,3.298847136977046,3.2736264519736595,2.0888989971913428,5.196040378774918,1.4724157300862675
6,2,-0.004910310241393422,-3.6811628401127954,0.6564439856693197,-1.0744727475894837,-0.13224392514891,-1.464724551458213,-1.1769340507026165,-3.053678978906343,0.6378225938340395,0.8777780078546986,-0.9084481475802503,-0.07198124008933711,-3.05375424636659,-2.0073861496888488,-1.0569142700578453,-0.268590757254334,-3.4117173333224273,-2.407605439847188,-0.6723871888765733,-0.06189952113613426,-1.3615470083404453,-0.21273224488478887,-2.5540832309738333,-0.10273499688669861,-5.072262200529251
7,3,-0.7898329716805241,0.9500738077722991,-2.233991122786197,2.3520804322400024,6.649269212906029,6.599185577600079,-1.6065066859606287,-0.9601539974366585,5.012961786984548,1.75098643511067,4.609756746055526,2.7860907556007826,1.2667625707358314,-0.20726652461028094,7.142000012098961,-0.13223765799615736,1.7711124925552748,2.88615350762815,-0.10319568967971988,3.366286530738706,-3.012543100053905,2.0105635120247474,3.938429886943919,6.164159847322532,-2.00695598531003
8,3,1.953967303653858,9.565277510515122,4.757950565929717,9.242889822209566,7.379445027869373,9.342561259600128,5.56227552284759,6.4199743096604145,6.112300051436243,5.126763540259715,5.814022162655309,6.230237944386652,6.598992452437522,6.426238591732159,7.909094189233022,6.3658259755320135,4.087893199357356,8.156336466729982,2.4868210083486666,7.390465280864526,5.972483263905177,4.681356881001513,5.671074523686812,7.03678196704164,5.12472290492635
9,2,2.110596412827877,2.4542100590587133,4.097137905725311,1.6416208735663003,3.0888280784527824,1.1409405454376442,2.2245786735454307,4.626405066819233,3.4004187917634168,3.550173965027308,2.7128441215774637,2.453013146333392,4.753459089999224,3.437713740747735,-0.7104309975442387,2.4086287694679624,3.390561494192146,3.2340816036572884,0.40470036525630976,0.1213754550115151,2.3046922777698957,1.092423602759019,4.429713992405303,6.134639776346531,1.9971384742846443
